id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price_clean,est_bookings_mo,occupancy_rate,projected_revenue
22125239,"Heart of Nashville! 1min DT, KingBed 5 Star",61721089,Rick & Tiffany,,District 6,36.17235,-86.75587,Entire home/apt,138.0,1,516,2025-09-11,5.65,1,330,29,,138.0,11.3,0.7,2898.0
22142890,Helena Hideaway | Quiet Street | Private Pool,101426897,Host Extraordinaires,,District 12,36.16396,-86.59144,Entire home/apt,175.0,2,264,2025-09-07,2.8,177,238,32,,175.0,5.6,0.5599999999999999,2939.9999999999995
22176012,"Spacious 1BR/1BA, a great location near Vanderbilt",3269853,Svetlana,,District 18,36.13238,-86.79721,Entire home/apt,132.0,30,263,2025-09-07,2.78,3,296,4,,132.0,5.56,0.5559999999999999,2201.7599999999998
22193580,"Historic Home in 5 Points, walkable, near Downtown",8973736,Beta & Emily,,District 6,36.17575,-86.74898,Entire home/apt,313.0,2,175,2025-08-29,1.89,3,338,17,,313.0,3.78,0.378,3549.42
22206538,Nashville 12th South Area! Walk to Everything!,107373505,Sunday,,District 18,36.12678,-86.79089,Entire home/apt,218.0,3,103,2025-08-11,1.12,6,260,11,,218.0,2.24,0.22400000000000003,1464.9600000000003
22208797,"The Graycroft - Billiards, Karaoke, and Stage!",85360355,StayLocal,,District 8,36.25431,-86.73357,Entire home/apt,164.0,1,264,2025-09-18,2.8,125,287,28,,164.0,5.6,0.5599999999999999,2755.2
22295361,Luxurious Large 2 bed 2 bath Downtown Condo- #402,24241984,Kurt,,District 19,36.1575,-86.76466,Entire home/apt,327.0,2,56,2025-05-18,0.6,14,293,10,,327.0,1.2,0.11999999999999998,1177.1999999999998
22303367,❤️MANDOLIN COTTAGE❤️Downtown in 10 minutes ❤️,14097556,Elizabeth Eddleman,,District 24,36.13684,-86.8393,Entire home/apt,225.0,2,129,2025-09-14,1.39,1,105,6,,225.0,2.78,0.27799999999999997,1876.4999999999998
22305826,"Gorgeous, Award Winning Home Close to Everything",150197381,Brock,,District 6,36.19053,-86.73491,Entire home/apt,139.0,1,135,2025-09-22,1.44,1,354,27,,139.0,2.88,0.28800000000000003,1200.96
22308396,Hill House Retreat,11845111,Shannah,,District 15,36.15647,-86.71422,Entire home/apt,86.0,2,323,2025-09-15,3.64,1,302,40,,86.0,7.28,0.7,1805.9999999999998
22389581,East Nashville Gem | Walk to Dining & Bars,101426897,Host Extraordinaires,,District 5,36.18679,-86.74913,Entire home/apt,118.0,2,208,2025-08-31,2.22,177,254,19,,118.0,4.44,0.444,1571.76
22436356,"Private Entrance
1 Bdrm Apartment w/Full kitchen",160590417,Rick,,District 15,36.1718,-86.6876,Entire home/apt,82.0,1,432,2025-09-14,4.59,1,346,45,,82.0,9.18,0.7,1722.0
22464763,Warm Nashville Welcome with Elegance and Sophistication,54483732,Matt,,District 6,36.16921,-86.74914,Entire home/apt,109.0,2,292,2025-08-10,3.16,1,336,67,,109.0,6.32,0.632,2066.64
22526172,"Nashville, TN Revere Place Studio",165397037,Lindsey,,District 15,36.17368,-86.68668,Entire home/apt,94.0,1,352,2025-09-16,3.76,1,64,24,,94.0,7.52,0.7,1973.9999999999998
22531145,Urban Cowgirl | East Nashville,21614026,Molly,,District 6,36.1852,-86.71456,Entire home/apt,194.0,30,12,2021-11-10,0.13,2,173,0,,194.0,0.26,0.026000000000000002,151.32000000000002
22532050,Nash Casita: Modern East Nashville Guest House,137482919,Chandra,,District 7,36.19416,-86.70716,Entire home/apt,131.0,1,545,2025-09-21,5.89,1,233,57,,131.0,11.78,0.7,2751.0
22532182,Walk to Broadway’s Music! Condo with Free Parking.,165464155,Irma,,District 19,36.1549805,-86.7704709,Entire home/apt,115.0,2,387,2025-09-14,4.2,1,318,39,,115.0,8.4,0.7,2415.0
22567211,"Redhotmama House: A place of music, art & vibes!",149498665,Deborah,,District 8,36.23614,-86.72927,Entire home/apt,115.0,1,449,2025-09-16,4.96,1,243,47,,115.0,9.92,0.7,2415.0
22616889,Welcome Y'all! C'mon to Nashville!,132857231,Larry Michael,,District 15,36.16288,-86.6913,Entire home/apt,128.0,3,209,2025-07-06,2.23,2,227,13,,128.0,4.46,0.44599999999999995,1712.6399999999999
22638095,Modern Apartment in East Nash on Greenway,11279036,Kelly,,District 6,36.16853,-86.72621,Entire home/apt,146.0,2,138,2025-08-31,1.51,1,242,19,,146.0,3.02,0.302,1322.76
22688960,Make Yourself at Home,9560396,Roman,,District 7,36.20139,-86.70202,Entire home/apt,158.0,3,50,2020-03-08,0.55,1,62,0,,158.0,1.1,0.11000000000000001,521.4000000000001
22703330,Penthouse on the Broadway Strip,167417432,Allison,,District 19,36.161526,-86.777115,Entire home/apt,184.0,2,162,2025-08-28,1.81,9,322,25,,184.0,3.62,0.362,1998.24
22703634,On Broadway Above Boot Barn,167417432,Allison,,District 19,36.161274,-86.776978,Entire home/apt,192.0,2,188,2025-09-17,2.05,9,319,28,,192.0,4.1,0.41,2361.6
22752387,"Historic Gem: 4 BR with POOL, walk to all hotspots",5147849,Nealy,,District 6,36.17735,-86.74705,Entire home/apt,395.0,1,557,2025-09-22,6.02,1,317,61,,395.0,12.04,0.7,8295.0
22765877,Studio [B] - Chic Apartment in Heart of Music City,54666206,Ellen,,District 19,36.14652,-86.78825,Entire home/apt,130.0,1,418,2025-09-21,4.52,1,330,36,,130.0,9.04,0.7,2730.0
22770048,Minutes South of Downtown Nashville,46656276,Dan,,District 17,36.14034,-86.76522,Entire home/apt,144.0,3,269,2025-09-02,2.91,1,302,32,,144.0,5.82,0.5820000000000001,2514.2400000000002
22772121,Eclectic Home close to Nashville,16205480,Jackie,,District 20,36.16478,-86.86412,Entire home/apt,98.0,2,231,2025-08-22,2.57,1,311,25,,98.0,5.14,0.5139999999999999,1511.1599999999996
22793004,Relaxing pool and hot tub house!,89186789,Karen,,District 32,36.04389,-86.62431,Entire home/apt,409.0,3,13,2025-09-01,0.14,1,239,6,,409.0,0.28,0.028000000000000004,343.56000000000006
22877835,Nashville-Area Home / Apartment on Acreage!,169279984,Holly,,District 10,36.37516,-86.73126,Entire home/apt,113.0,3,114,2025-06-01,1.23,1,97,16,,113.0,2.46,0.246,833.9399999999999
22902972,Wyndham Nashville- 1 bedroom condo,31214940,Scott,,District 15,36.22039,-86.70483,Entire home/apt,119.0,3,9,2022-03-10,0.1,4,16,0,,119.0,0.2,0.020000000000000004,71.40000000000002
23003276,!!DOWNTOWN CONDO W/ POOL & VIEW - WALK EVERYWHERE!,17145199,Brad,,District 19,36.1763,-86.78302,Entire home/apt,115.0,1,444,2025-09-01,4.78,5,316,51,,115.0,9.56,0.7,2415.0
23038293,East Nashville River Retreat,170961129,Mary,,District 7,36.23095,-86.71219,Entire home/apt,260.0,3,171,2025-09-05,1.85,1,147,14,,260.0,3.7,0.37000000000000005,2886.0000000000005
23060442,Modern Gulch Condo Near Downtown & Meetings,171176713,Mercury,,District 19,36.15187,-86.78508,Entire home/apt,120.0,2,309,2025-09-18,3.34,10,147,32,,120.0,6.68,0.6679999999999999,2404.7999999999997
23074190,Graymoor Estate - Luxury Loft in Sylvan Park,10510097,Jaclyn,,District 24,36.14957809448242,-86.84490203857422,Entire home/apt,189.0,1,100,2025-08-18,3.24,1,324,30,,189.0,6.48,0.648,3674.1600000000003
23085827,Carriage House + Cozy Loft Area w/ Treetop Views,23194167,James,,District 17,36.13596,-86.7831,Entire home/apt,113.0,2,280,2025-08-31,3.03,1,160,29,,113.0,6.06,0.606,2054.34
23126738,The Perfect Home to Hang Your Hat in Nashville,138740269,Tim,,District 5,36.19091,-86.76691,Entire home/apt,184.0,2,113,2025-05-11,1.23,2,224,9,,184.0,2.46,0.246,1357.92
23144425,Private Pool! Hot Tub! Fire Pit! 10 Beds!,30995912,Jessica Joy,,District 8,36.23360443115234,-86.73155212402344,Entire home/apt,333.0,3,315,2025-09-14,3.39,15,280,35,2017008453,333.0,6.78,0.678,6773.22
23169939,Belmont Area 18 South: Private Entrance Studio,34907687,Rina,,District 18,36.13148,-86.7969,Entire home/apt,110.0,2,316,2025-09-15,3.49,1,339,43,,110.0,6.98,0.6980000000000001,2303.4
23182334,Quiet/Luxury Townhouse on Golf Course!,145808061,Zac,,District 29,36.08677,-86.63203,Entire home/apt,149.0,1,197,2025-09-14,2.14,1,234,19,,149.0,4.28,0.428,1913.1599999999999
23185782,Music City's Modern Cottage | 3BR | Sleeps 10,71630755,Jackie,,District 7,36.19662,-86.72585,Entire home/apt,283.0,2,186,2025-07-19,2.05,2,147,10,,283.0,4.1,0.41,3480.8999999999996
23220754,East Nashville Townhouse with a Balcony Fire Pit,50211594,Madison,,District 5,36.2042882,-86.7408306,Entire home/apt,205.0,2,193,2025-09-07,2.21,1,318,23,,205.0,4.42,0.442,2718.3
23306155,KingBeds |WalktoBroadway|WALK to it ALL | Pinnacle,28196034,Dorinda,,District 19,36.162071228027344,-86.78311920166016,Entire home/apt,245.0,2,435,2025-09-10,4.72,19,133,53,,245.0,9.44,0.7,5145.0
23395469,Flatrock Cottage - Nashville,154187612,Christina W,,District 16,36.10196,-86.73428,Entire home/apt,80.0,3,279,2025-09-08,3.03,1,328,30,,80.0,6.06,0.606,1454.3999999999999
23399882,Walk to Trendy Shops From an Elegant Loft in East Nashville,174468496,Camelia,,District 6,36.18474,-86.74159,Entire home/apt,137.0,2,526,2025-09-23,5.79,1,308,62,,137.0,11.58,0.7,2877.0
23456146,"East Nashville Cottage ""The Jones Place""",45101594,Scarlett,,District 8,36.216343,-86.757698,Entire home/apt,161.0,2,78,2025-06-21,0.86,51,324,4,,161.0,1.72,0.17200000000000001,830.7600000000001
23465051,Spacious 2-bedroom townhouse with rooftop,75042140,Brittany,,District 8,36.24288,-86.73775,Entire home/apt,100.0,4,33,2025-09-15,1.08,1,268,8,,100.0,2.16,0.21600000000000003,648.0000000000001
23468494,The Corner Cottage in Green Hills,100052622,Stephan,,District 25,36.097454,-86.818443,Entire home/apt,238.0,2,156,2025-07-26,1.76,1,301,28,,238.0,3.52,0.35200000000000004,2513.28
23480720,Cool Nashville Townhouse with Open-Concept Layout,58574876,Wade,,District 17,36.13332,-86.78113,Entire home/apt,326.0,3,34,2023-05-07,0.37,1,309,0,,326.0,0.74,0.074,723.7199999999999
23497586,King’s Cottage,175462044,John T,,District 17,36.13285,-86.76968,Entire home/apt,213.0,2,287,2025-09-14,3.13,1,235,26,,213.0,6.26,0.626,4000.14
23503883,Buffalo Rose/ East Nashville,21614026,Molly,,District 6,36.18641,-86.71475,Entire home/apt,217.0,3,167,2025-09-21,1.86,2,172,15,,217.0,3.72,0.372,2421.72
23588152,Historic Hillsboro in the Trees,57528820,Jillian,,District 18,36.13634,-86.80168,Entire home/apt,173.0,30,62,2025-05-09,0.68,1,84,1,,173.0,1.36,0.136,705.84
23606570,East Nashville Quiet Luxury Gettaway,43871926,Steven Craig,,District 5,36.1879617,-86.77056280000001,Entire home/apt,116.0,3,107,2025-09-18,3.39,1,310,41,,116.0,6.78,0.678,2359.44
23627435,"Spacious, Modern 3BR Home Near Downtown/Airport",176794442,Dillon,,District 29,36.0935,-86.63492,Entire home/apt,92.0,2,333,2025-09-07,3.64,1,247,34,,92.0,7.28,0.7,1931.9999999999998
23646000,Mid-Century Inspiration in the Center of Nashville,107312254,Sean,,District 17,36.13671,-86.78582,Entire home/apt,322.0,1,88,2025-06-22,1.03,1,288,8,,322.0,2.06,0.206,1989.9599999999998
23676283,Christopher's House,153176974,Camille,,District 29,36.07391,-86.62575,Entire home/apt,90.0,30,131,2024-11-30,1.43,1,206,5,,90.0,2.86,0.286,772.1999999999999
23752202,Walk to Restaurants from a Charming Victorian Suite,178130346,Sonya,,District 19,36.17622,-86.78929,Entire home/apt,164.0,3,225,2025-09-21,2.49,1,242,27,,164.0,4.98,0.49800000000000005,2450.1600000000003
23765668,The Southern State of Mind,85360355,StayLocal,,District 30,36.07523,-86.71802,Entire home/apt,99.0,1,185,2025-08-10,2.03,125,345,25,,99.0,4.06,0.40599999999999997,1205.82
23822414,"Private Nashville Suite w/Sunroom, Near Opryland",21327585,Brian,,District 7,36.23314,-86.71702,Entire home/apt,104.0,2,323,2025-09-21,3.66,1,255,53,201618188,104.0,7.32,0.7,2184.0
23825123,The East Spot | Spacious Rooftop + Backyard,101426897,Host Extraordinaires,,District 5,36.19494,-86.76485,Entire home/apt,143.0,2,218,2025-09-08,2.39,177,260,21,,143.0,4.78,0.478,2050.62
23841315,Eclectic Maximalist Pool Home 45-night min. stay,2834178,Stephanie,,District 11,36.25508,-86.64375,Entire home/apt,77.0,45,2,2023-11-10,0.07,1,290,0,,77.0,0.14,0.014000000000000002,32.34
23872834,King Beds |WalktoBroad | 2 Bdr | 2 Bath | Pinnacle,28196034,Dorinda,,District 19,36.16267776489258,-86.78369140625,Entire home/apt,354.0,2,417,2025-09-16,4.66,19,146,61,,354.0,9.32,0.7,7433.999999999999
23872880,King Bed | Walk to Broadway | Spacious | Pinnacle!,28196034,Dorinda,,District 19,36.162663,-86.781601,Entire home/apt,207.0,2,398,2025-09-01,4.41,19,154,49,,207.0,8.82,0.7,4347.0
23880926,"The Alley Cat East Nashville 
2 miles to Broadway!",167822237,Mark,,District 6,36.18282,-86.74714,Entire home/apt,116.0,2,221,2025-09-22,3.24,1,125,23,,116.0,6.48,0.648,2255.04
23921618,Downtown Loft at the Heart of Music City!!,179811696,Paige,,District 19,36.16447448730469,-86.7807846069336,Entire home/apt,205.0,3,273,2025-09-14,3.0,6,107,71,2022009283,205.0,6.0,0.6,3690.0
23955586,Fresh Renovated Artist Condo w/ Pool Near Downtown,133757060,Zac,,District 17,36.12579,-86.77908,Entire home/apt,101.0,1,581,2025-08-27,6.36,9,343,49,,101.0,12.72,0.7,2121.0
23975379,5th Ave Loft just Blocks from Broadway!,179811696,Paige,,District 19,36.16447448730469,-86.7807846069336,Entire home/apt,242.0,2,290,2025-09-12,3.18,6,123,49,2022009287,242.0,6.36,0.636,4617.36
24000632,The Nashville Pinky with Outdoor Movie & Woodfire Pizza Oven,85689123,Pedro,,District 6,36.1716,-86.74021,Entire home/apt,161.0,1,621,2025-09-07,7.14,3,245,89,,161.0,14.28,0.7,3381.0
24043615,Best Location! Walk to Midtown Bars/Restaurants!,60934272,Travers,,District 19,36.14827,-86.795,Entire home/apt,107.0,2,400,2025-09-18,4.41,14,349,47,,107.0,8.82,0.7,2247.0
24043681,The Swiftie Suite • Taylor themed Oasis in Midtown,60934272,Travers,,District 19,36.14827,-86.795,Entire home/apt,95.0,2,275,2025-09-04,3.06,14,338,13,,95.0,6.12,0.612,1744.2
24086570,"Nashville Furnished Rental: Dog-Friendly, King Bed",24637373,Megan,,District 5,36.18428,-86.75113,Entire home/apt,137.0,30,21,2025-07-07,0.24,3,294,3,,137.0,0.48,0.048,197.28
24094071,"Cozy East Nashville Home, 7 minutes to Downtown",22770966,Ryan,,District 5,36.20548,-86.75481,Entire home/apt,371.0,1,507,2025-06-01,5.6,2,0,38,,371.0,11.2,0.7,7790.999999999999
24148022,The Bluebird Studio in Music City! Writing Retreat,6855810,UrbanNashville,,District 17,36.12666,-86.77852,Entire home/apt,68.0,2,325,2025-09-08,3.59,115,128,49,,68.0,7.18,0.7,1428.0
24177810,Downtown Nashville Condo Near ALL the Honky Tonks,164277636,Brooke,,District 19,36.15609,-86.77144,Entire home/apt,210.0,2,283,2025-06-16,3.17,1,252,7,,210.0,6.34,0.634,3994.2000000000003
24245679,"Trendy East Nashville Loft -Walkable, Bright, Cozy",102302778,Amber,,District 7,36.2142,-86.72667,Entire home/apt,117.0,2,244,2025-08-14,2.7,1,149,23,,117.0,5.4,0.5400000000000001,1895.4000000000005
24246244,The Little Green Bungalow,4700813,Sarah,,District 7,36.20139,-86.73055,Entire home/apt,107.0,3,257,2025-09-14,2.94,1,300,32,,107.0,5.88,0.588,1887.4799999999998
24249762,Watch the City Light up from an Enormous Rooftop Couch,158629193,Guy And Itay,,District 21,36.15444564819336,-86.81681060791016,Entire home/apt,159.0,2,52,2025-09-21,0.58,14,353,8,,159.0,1.16,0.11599999999999998,553.3199999999999
24250323,Cozy Modern Retreat with Stunning Views & Location,158629193,Guy And Itay,,District 21,36.155,-86.81721,Entire home/apt,229.0,2,38,2025-07-23,0.42,14,344,5,,229.0,0.84,0.084,577.08
24280277,Beautiful 2 Story Home near Downtown-Best Pricing,183129583,Gavin,,District 21,36.16712,-86.82006,Entire home/apt,203.0,1,465,2025-09-17,5.12,1,228,70,,203.0,10.24,0.7,4263.0
24328999,Dine Under the Stars on a Townhouse Rooftop,15586733,Neal,,District 20,36.15664,-86.84733,Entire home/apt,152.0,1,179,2025-09-19,2.02,18,342,23,,152.0,4.04,0.404,1842.24
24396244,Right at home in Nashville,184140863,John,,District 13,36.13716,-86.63665,Entire home/apt,245.0,2,87,2025-07-20,0.96,1,356,3,,245.0,1.92,0.192,1411.2
24419377,Check-out The Downtown Views! Stylish Interior,129663177,Tom,,District 5,36.18923,-86.75915,Entire home/apt,110.0,1,476,2025-09-08,5.26,1,203,33,,110.0,10.52,0.7,2310.0
24428600,East Nashville Beauty  - Hot Tub,51934419,Matt,,District 5,36.19123,-86.76165,Entire home/apt,190.0,2,234,2025-08-23,2.63,1,333,36,,190.0,5.26,0.526,2998.2000000000003
24464614,Music Themed Getaway Minutes from Downtown Nashville,184785078,Tyler And Jennifer,,District 24,36.12484,-86.81972,Entire home/apt,111.0,3,225,2025-09-16,2.5,1,8,16,,111.0,5.0,0.5,1665.0
24491267,The Holly House,22491739,Natalie,,District 6,36.1768,-86.74617,Entire home/apt,480.0,2,159,2025-06-22,1.77,1,257,4,,480.0,3.54,0.35400000000000004,5097.6
24494613,"Stylish Nashville 12 South, Food & 5 min Broadway",107373505,Sunday,,District 18,36.127,-86.79113,Entire home/apt,254.0,3,112,2025-09-21,1.26,6,160,14,,254.0,2.52,0.252,1920.24
24497645,Home away from home in East Nashville,8670025,Stephanie,,District 7,36.20189,-86.72624,Entire home/apt,304.0,2,118,2025-05-04,1.31,1,255,5,,304.0,2.62,0.262,2389.44
24514365,Stylish Gulch Loft Close to Convention Center,171176713,Mercury,,District 19,36.15187,-86.78508,Entire home/apt,165.0,2,363,2025-09-18,4.03,10,136,39,,165.0,8.06,0.7,3465.0
24515023,Executive Gulch Condo with work from home space!,171176713,Mercury,,District 19,36.15187,-86.78508,Entire home/apt,124.0,2,283,2025-08-11,3.14,10,159,32,,124.0,6.28,0.628,2336.16
24623130,Stone Cottage E Nashville 3 miles from downtown,8694266,Nancy,,District 5,36.19708,-86.74488,Entire home/apt,112.0,2,335,2025-09-14,3.73,1,99,43,,112.0,7.46,0.7,2352.0
24667605,Welcome! 2 Bed 2 Bath Home!,186429871,Zachary,,District 6,36.16605,-86.7467,Entire home/apt,150.0,1,365,2025-09-21,4.12,1,229,58,,150.0,8.24,0.7,3150.0
24688509,Historic 1-Bedroom Condo on Nashville's Music Row,186594600,Kenneth,,District 19,36.15048,-86.79114,Entire home/apt,136.0,3,320,2025-09-22,3.58,1,338,35,,136.0,7.16,0.7,2856.0
24697740,Music City White House - Nashville Southern Charm,93347817,Amanda,,District 17,36.13321304321289,-86.77884674072266,Entire home/apt,197.0,2,170,2025-08-31,1.89,4,192,13,,197.0,3.78,0.378,2233.98
24714412,"Cozy, Country Apartment",132863118,Tad,,District 29,36.11224,-86.63772,Entire home/apt,170.0,30,8,2024-07-01,0.1,2,0,0,,170.0,0.2,0.020000000000000004,102.00000000000001
24715542,East Nashville - Historic Charm w/Modern Comfort,186810029,Kim,,District 7,36.20969,-86.72644,Entire home/apt,420.0,2,31,2025-03-23,0.35,1,313,2,2017003353,420.0,0.7,0.06999999999999999,881.9999999999999
24734366,"3 bdrm, 3 bath, East Nashville Retreat!",186984255,David,,District 7,36.19533,-86.73887,Entire home/apt,124.0,1,233,2025-07-12,2.6,1,160,21,,124.0,5.2,0.52,1934.4
24738411,"Stunning Home w/ Rooftop Deck! 3 Bdr, 3.5 Baths",319913,Playlist,,District 5,36.19827652,-86.74169922,Entire home/apt,171.0,2,51,2025-09-13,0.6,23,343,11,STRP# 2018020810,171.0,1.2,0.11999999999999998,615.5999999999999
24753664,Perfect Ten-nessee Studio in Twelve South,22066344,Katie,,District 17,36.12044,-86.78592,Entire home/apt,126.0,2,282,2025-07-25,3.26,2,150,17,,126.0,6.52,0.6519999999999999,2464.5599999999995
24774210,The Wade: Spacious Nashville Getaway,6675690,Kimberly Isabeau,,District 17,36.136509,-86.790398,Entire home/apt,268.0,2,126,2025-09-16,1.41,57,347,15,,268.0,2.82,0.282,2267.2799999999997
24798795,"Artsy cottage—King bed, fireplace, pet-friendly!",104549623,Ashley,,District 16,36.11795,-86.74028,Entire home/apt,206.0,1,539,2025-09-13,6.2,1,227,77,,206.0,12.4,0.7,4326.0
24826044,1.5miles to DT: 360Views + Sauna/Cold Plunge + LUX,21259606,Mat,,District 19,36.17256,-86.79793,Entire home/apt,206.0,2,180,2025-09-20,2.03,1,320,34,#2021028369,206.0,4.06,0.40599999999999997,2509.08
24940929,Mimosa Place,49588445,Tony,,District 16,36.09889,-86.7274,Entire home/apt,80.0,30,147,2025-05-04,1.65,1,232,5,,80.0,3.3,0.32999999999999996,791.9999999999999
24945661,Luxurious 4-Bedroom Home Near Belmont,6675690,Kimberly Isabeau,,District 17,36.136452,-86.790398,Entire home/apt,239.0,2,163,2025-09-15,1.85,57,329,24,,239.0,3.7,0.37000000000000005,2652.9000000000005
24977521,2 free parking spots! Walk to Nissan Stadium!,30995912,Jessica Joy,,District 19,36.15495300292969,-86.77043151855469,Entire home/apt,157.0,3,441,2025-08-18,4.92,15,345,41,,157.0,9.84,0.7,3297.0
24988157,Hip Artist Home,188906198,Robyn,,District 7,36.19645,-86.73026,Entire home/apt,129.0,2,142,2024-12-30,1.59,10,270,1,,129.0,3.18,0.318,1230.66
24993316,Music Lover’s House - Near Downtown/Ascend/Nissan,1393599,Aaron,,District 21,36.18208,-86.80637,Entire home/apt,176.0,1,79,2025-09-21,0.88,1,321,11,,176.0,1.76,0.17600000000000002,929.2800000000001
25076538,Business Ready Gulch Flat with Fast WiFi,171176713,Mercury,,District 19,36.15187,-86.78508,Entire home/apt,134.0,2,226,2025-09-02,2.55,10,155,24,,134.0,5.1,0.51,2050.2
25086083,Fall Savings!*Minutes to Broadway!*Private Parking,189639715,Matt,,District 19,36.16955,-86.79421,Entire home/apt,268.0,3,138,2025-08-25,1.55,3,349,12,,268.0,3.1,0.31,2492.4
25112228,Comfortable Condo for Working Professionals,57808949,Chris,,District 20,36.1553,-86.88653,Entire home/apt,74.0,30,4,2023-12-30,0.12,1,52,0,,74.0,0.24,0.024,53.28
25124851,Amazing Home & Location!  Near Downtown Nashville,187714011,Tonya,,District 18,36.14056,-86.81425,Entire home/apt,256.0,3,256,2025-09-21,2.86,1,324,29,,256.0,5.72,0.572,4392.96
25129990,Rustic Studio Walkable to Music Row,85360355,StayLocal,,District 19,36.14335,-86.78979,Entire home/apt,88.0,1,264,2025-09-14,2.96,125,337,33,,88.0,5.92,0.592,1562.8799999999999
25158252,Kennedy Gem Suite - East Nashville,1863505,Kimberly,,District 7,36.20877,-86.72381,Entire home/apt,75.0,1,116,2025-06-09,1.42,1,256,9,,75.0,2.84,0.284,638.9999999999999
25206397,"Escape to Mciver’s Cozy Cottage Suite, Close to Downtown",16008840,Tim,,District 16,36.10473,-86.74592,Entire home/apt,127.0,1,316,2025-06-22,3.55,1,244,15,,127.0,7.1,0.7,2667.0
25206528,VIEWS! Rooftop Deck • Near Broadway• Sleeps 6!,319913,Playlist,,District 5,36.1903936,-86.7726488,Entire home/apt,111.0,2,21,2025-09-14,0.24,23,347,4,STRP# - 2018023311,111.0,0.48,0.048,159.84
25323958,Lovingly restored hip East Nashville bungalow,62958386,Matthew,,District 6,36.17999,-86.74043,Entire home/apt,118.0,1,806,2025-09-07,9.03,1,317,73,2018019990,118.0,18.06,0.7,2478.0
25374952,"ENTIRE HOME, 4 BEDS, NEAR DOWNTOWN",191541700,Jami Bailey,,District 24,36.14701,-86.8406,Entire home/apt,109.0,1,559,2025-09-11,6.3,1,236,43,,109.0,12.6,0.7,2289.0
25407300,"W. Nashviile location; safe, clean, convenient",64984245,Amy,,District 24,36.13622,-86.86408,Entire home/apt,173.0,2,123,2025-08-10,1.39,1,188,13,,173.0,2.78,0.27799999999999997,1442.82
25419482,"Renovated Jan '25, Heart of Downtown! Spacious 2/2",190299481,Patricia,,District 19,36.16268,-86.78369,Entire home/apt,275.0,2,314,2025-09-21,3.55,1,243,30,,275.0,7.1,0.7,5775.0
25618468,The Blooming Cactus in East Nashville!,23221761,Val,,District 7,36.21756,-86.72501,Entire home/apt,99.0,2,295,2025-09-07,3.32,1,349,28,,99.0,6.64,0.6639999999999999,1972.0799999999997
25735663,Historic Renovated Bungalow near Vandy and Belmont,9971046,Roxie,,District 18,36.12909,-86.79412,Entire home/apt,236.0,2,200,2025-09-16,2.28,2,183,29,,236.0,4.56,0.456,3228.48
25799626,Sleep 10 With Skyline Rooftop Views! 10 min to DT!,6675690,Kimberly Isabeau,,District 5,36.19849,-86.74202,Entire home/apt,179.0,2,115,2025-08-31,1.31,57,344,16,,179.0,2.62,0.262,1406.94
25807003,Luxury Nashville Homes for 24 Guests,6675690,Kimberly Isabeau,,District 21,36.179237365722656,-86.80661010742188,Entire home/apt,491.0,3,23,2024-03-03,0.26,57,321,0,,491.0,0.52,0.052000000000000005,765.96
25812347,A5) NashStay -13 beds- 1.5 miles to Broadway!,206006183,Drew,,District 17,36.14599,-86.78404,Entire home/apt,216.0,2,213,2025-09-21,2.42,18,336,40,,216.0,4.84,0.484,3136.3199999999997
25813364,"Modern. Minimalist.
King Bed. 
Super Easy Parking.",15572933,JoAnna,,District 26,36.08264,-86.74873,Entire home/apt,114.0,1,1022,2025-09-20,11.51,1,243,103,,114.0,23.02,0.7,2394.0
25828359,Cantrell’s Airbnb on Broadway,35595674,Jordan,,District 19,36.15131,-86.79669,Entire home/apt,133.0,2,191,2025-07-20,2.15,1,346,10,,133.0,4.3,0.42999999999999994,1715.6999999999998
25830405,Cozy Midtown Apt • Central Location • Walkable!,60934272,Travers,,District 19,36.14827,-86.795,Entire home/apt,103.0,2,270,2025-09-22,3.05,14,347,28,,103.0,6.1,0.6099999999999999,1884.8999999999996
25886612,The McFerrin - Privacy in the Heart of Action.,65279142,Michelle,,District 5,36.17951,-86.75438,Entire home/apt,103.0,1,282,2025-09-18,3.2,1,54,74,,103.0,6.4,0.6400000000000001,1977.6000000000004
25909117,5 Min to Broadway! Walk Downtown-Gulch-Germantown,45511393,Elizabeth,,District 19,36.17086,-86.79136,Entire home/apt,397.0,3,221,2025-09-07,2.54,1,227,31,,397.0,5.08,0.508,6050.28
26010102,"78 Walk Score Townhouse, Chefs Kitchen, Garage",115740291,Susan,,District 17,36.13468,-86.77747,Entire home/apt,230.0,2,56,2025-08-21,0.67,1,107,10,2018007808,230.0,1.34,0.134,924.6
26011923,The Mint Julep,183007116,Mo,,District 10,36.29279,-86.69078,Entire home/apt,119.0,2,362,2025-09-14,4.13,1,65,42,,119.0,8.26,0.7,2499.0
26125808,Adaline's Retreat in the heart of Nashville,62990324,Alexanderia,,District 15,36.17312,-86.6916,Entire home/apt,245.0,2,115,2023-05-19,1.32,1,269,0,,245.0,2.64,0.264,1940.4
26156161,Spacious 3 Story Downtown With Rooftop Deck,196593677,Will,,District 21,36.18016,-86.80511,Entire home/apt,189.0,1,367,2025-09-21,4.17,1,307,54,,189.0,8.34,0.7,3968.9999999999995
