id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price_clean,est_bookings_mo,occupancy_rate,projected_revenue
72906,Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,176117,Richard,,District 18,36.13122,-86.80066,Entire home/apt,91.0,2,777,2025-09-21,4.46,1,234,34,,91.0,8.92,0.7,1910.9999999999998
329997,A+ Carriage House & Courtyard! 5 mins to Downtown,1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,103.0,2,1519,2025-09-09,9.18,5,131,93,,103.0,18.36,0.7,2163.0
430052,"Private Vaulted Studio! King,WetBar,Bath/5 min DT!",1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,94.0,2,1134,2025-09-02,7.01,5,42,69,,94.0,14.02,0.7,1973.9999999999998
431258,"5 MIN TO DT! 2 Bdrm, 2.5 Baths, Hot tub courtyard!",1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,216.0,2,549,2025-08-17,3.38,5,314,15,,216.0,6.76,0.676,4380.4800000000005
632636,Admire Skyline from the Rooftop Terrace Chic Suite,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,186.0,2,459,2025-09-01,2.87,5,38,16,,186.0,5.74,0.574,3202.9199999999996
674159,"A Clean, Quiet Suite in a Great Neighborhood",3422455,John,,District 6,36.17393,-86.73894,Entire home/apt,128.0,3,346,2025-06-08,2.23,2,253,8,,128.0,4.46,0.44599999999999995,1712.6399999999999
681880,Luxurious Cozy Guesthouse,3471162,Tiffany,,District 7,36.21536,-86.71024,Entire home/apt,87.0,1,866,2025-09-14,5.49,1,148,95,,87.0,10.98,0.7,1826.9999999999998
914787,"Walk to Downtown Broadway Pool, Free Parking, Gym",4910520,Amy,,District 19,36.17539978,-86.7818985,Entire home/apt,179.0,1,471,2025-09-15,3.09,15,335,42,,179.0,6.18,0.618,3318.66
1006989,Private Carriage House,1896384,John,,District 6,36.17502,-86.73475,Entire home/apt,88.0,2,661,2025-09-22,4.35,1,62,43,,88.0,8.7,0.7,1847.9999999999998
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21239,-86.70439,Entire home/apt,130.0,3,293,2025-06-23,1.93,1,56,16,201513025,130.0,3.86,0.386,1505.4
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32249,-86.72652,Entire home/apt,151.0,2,164,2025-07-13,1.1,1,248,7,,151.0,2.2,0.22000000000000003,996.6000000000001
1546787,Cozy Guest House in Vibrant 12 South,6855810,UrbanNashville,,District 18,36.12991714477539,-86.79246520996094,Entire home/apt,76.0,2,564,2025-09-14,3.99,115,141,37,2019073053,76.0,7.98,0.7,1596.0
1557535,Ultimate girls or guys weekend! Close to downtown!,8291189,John,,District 7,36.22621,-86.7103,Entire home/apt,411.0,3,107,2025-06-29,0.74,1,317,15,,411.0,1.48,0.148,1824.84
1661560,"Unique, tucked away, retro, dreamy porch w/ view",8804227,Kelli Katrice,,District 6,36.17622,-86.73512,Entire home/apt,158.0,1,133,2024-11-25,0.92,1,239,1,,158.0,1.84,0.18400000000000002,872.1600000000001
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.17663192749024,-86.80799102783203,Entire home/apt,390.0,1,203,2025-08-17,1.41,1,251,10,,390.0,2.82,0.282,3299.3999999999996
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17069,-86.79121,Entire home/apt,106.0,1,738,2025-09-08,5.17,2,264,53,,106.0,10.34,0.7,2226.0
2138177,Rustic Designer Suite near City Center,6521193,William Terry,,District 6,36.16107,-86.75256,Entire home/apt,127.0,2,505,2025-09-21,3.57,1,191,25,,127.0,7.14,0.7,2667.0
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,Brigitte,,District 6,36.17035,-86.74017,Entire home/apt,144.0,1,716,2025-09-15,5.19,20,328,50,,144.0,10.38,0.7,3024.0
2316288,"2.5 Miles From DT, 2 Spaces",7428690,Matt & Steph,,District 6,36.185993,-86.741821,Entire home/apt,126.0,2,368,2025-08-31,2.96,3,342,21,,126.0,5.92,0.592,2237.7599999999998
2473234,Room At Eastland - Your totally private space!,12649085,Valerie,,District 6,36.18034,-86.72588,Entire home/apt,65.0,4,194,2025-09-16,1.39,1,310,18,,65.0,2.78,0.27799999999999997,542.0999999999999
2581896,"Live Like a Local in E. Nashville, 290 5* Reviews",13221453,Christy,,District 6,36.16922,-86.74108,Entire home/apt,102.0,1,292,2025-06-23,2.09,3,183,13,201512821,102.0,4.18,0.418,1279.08
2666769,Cottage at West End/Vandy/Hillsboro,457460890,Chloe,,District 21,36.14705,-86.81845,Entire home/apt,105.0,1,835,2025-09-13,6.2,8,144,53,,105.0,12.4,0.7,2205.0
2694882,"E. Nashville -Close to Everything, 300 5* Reviews,",13221453,Christy,,District 6,36.17032,-86.7408,Entire home/apt,147.0,1,302,2025-09-13,2.16,3,175,8,201517391,147.0,4.32,0.43200000000000005,1905.1200000000001
2699594,April Discount! Penthouse Above Music & Bars,1099118,Calvin J,,District 19,36.16127,-86.77698,Entire home/apt,184.0,2,274,2025-08-14,2.03,1,313,31,,184.0,4.06,0.40599999999999997,2241.12
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,Deborah Joy,,District 18,36.14077,-86.81479,Entire home/apt,286.0,2,241,2025-05-21,1.77,6,248,5,,286.0,3.54,0.35400000000000004,3037.32
2802925,Spa-like Stay w/Cold Plunge Minutes from Downtown!,14336050,Rae,,District 24,36.14704,-86.82269,Entire home/apt,133.0,2,38,2025-09-21,1.31,1,220,14,,133.0,2.62,0.262,1045.38
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,,District 6,36.17739,-86.74131,Entire home/apt,109.0,2,605,2025-06-08,4.38,1,242,25,,109.0,8.76,0.7,2289.0
2909345,Walkable in The Nations - 10 min to Broadway!,14863542,Sean,,District 20,36.1599,-86.84271,Entire home/apt,158.0,1,209,2025-09-21,1.52,1,326,114,,158.0,3.04,0.30400000000000005,1440.9600000000003
2950152,"Nashville, Bridgestone, Music Row Pets Welcome",15060012,William Edgar,,District 17,36.14251,-86.79137,Entire home/apt,201.0,1,1085,2025-09-22,8.14,1,291,129,,201.0,16.28,0.7,4221.0
3021231,"12 S house- 3 MILES to downtown, charming nbrhd",15395208,Julie And Josh,,District 17,36.12177,-86.7829,Entire home/apt,263.0,1,330,2025-09-07,2.41,1,331,37,,263.0,4.82,0.48200000000000004,3802.9800000000005
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.1641,-86.68415,Entire home/apt,77.0,2,472,2025-09-21,3.55,2,232,21,,77.0,7.1,0.7,1617.0
3121821,Charming private apt. in hip area,14083317,Merrilyn,,District 6,36.18862,-86.73964,Entire home/apt,125.0,1,1195,2025-09-10,8.68,2,333,61,,125.0,17.36,0.7,2625.0
3123909,Spacious 4BR in Germantown | 5 Min to Broadway,7961115,Blake,,District 19,36.18161,-86.79044,Entire home/apt,236.0,2,169,2025-05-26,1.24,2,341,9,,236.0,2.48,0.24799999999999997,1755.8399999999997
3158038,Welcome to 12 South comfort!,5611748,Melissa,,District 17,36.13362,-86.78695,Entire home/apt,449.0,31,57,2025-08-17,0.42,1,65,5,,449.0,0.84,0.084,1131.48
3288576,Belmont Modern Loft Guest House,2275056,Deborah Joy,,District 18,36.12465,-86.7947,Entire home/apt,158.0,1,211,2025-09-14,1.9,6,234,23,,158.0,3.8,0.37999999999999995,1801.1999999999998
3379848,The Hotel Not California near downtown and airport,17050462,Patrick,,District 16,36.1232,-86.70996,Entire home/apt,148.0,2,192,2025-08-24,1.95,1,345,15,,148.0,3.9,0.38999999999999996,1731.6
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,Brad,,District 19,36.17478,-86.78236,Entire home/apt,115.0,1,609,2025-09-08,4.52,5,324,52,,115.0,9.04,0.7,2415.0
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alexandra,,District 5,36.17913,-86.76809,Entire home/apt,450.0,2,104,2025-09-01,0.76,1,303,9,,450.0,1.52,0.15200000000000002,2052.0000000000005
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.12521,-86.78528,Entire home/apt,240.0,2,323,2025-09-14,2.39,18,326,31,,240.0,4.78,0.478,3441.6
3694888,Unique Studio Walk to Gulch DT MIdtown Music Row,18816131,Sean,,District 19,36.14959,-86.78881,Entire home/apt,133.0,1,595,2025-09-22,4.57,1,336,33,,133.0,9.14,0.7,2793.0
3696753,Restrung East Nashville Condo,18830581,Mike,,District 6,36.17229,-86.75554,Entire home/apt,147.0,3,448,2025-08-31,3.3,2,158,36,,147.0,6.6,0.6599999999999999,2910.5999999999995
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14206,-86.82473,Entire home/apt,157.0,1,683,2025-08-25,5.06,2,347,17,,157.0,10.12,0.7,3297.0
3710914,Relax in East Nashville Charm – Close to Downtown!,10259524,Brady,,District 5,36.18218,-86.77158,Entire home/apt,118.0,1,998,2025-09-19,7.36,3,339,121,,118.0,14.72,0.7,2478.0
3742359,EAST Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16948,-86.73771,Entire home/apt,119.0,3,397,2025-09-21,2.93,2,216,22,,119.0,5.86,0.5860000000000001,2092.0200000000004
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17184,-86.79209,Entire home/apt,221.0,2,319,2025-09-14,2.54,3,326,28,,221.0,5.08,0.508,3368.04
3811909,Modern Cottage East Nashville,11543228,Jessica,,District 6,36.18391,-86.72637,Entire home/apt,107.0,2,440,2025-09-01,3.26,1,64,30,,107.0,6.52,0.6519999999999999,2092.9199999999996
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.12181,-86.84317,Entire home/apt,264.0,30,8,2019-10-31,0.06,1,365,0,,264.0,0.12,0.012,95.04
3905148,Private Entry/1895 Victorian,19204818,Thomas,,District 6,36.17347717285156,-86.74029541015625,Entire home/apt,125.0,1,703,2025-09-15,5.22,1,341,58,,125.0,10.44,0.7,2625.0
3907104,King Bed + Pet-Friendly Yard | Walk to Five Points,593556,Alece,,District 6,36.175255,-86.75061,Entire home/apt,159.0,1,274,2025-09-14,2.04,10,315,27,2019014135,159.0,4.08,0.40800000000000003,1946.16
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,126.0,1,880,2025-09-07,6.55,6,328,35,,126.0,13.1,0.7,2646.0
4100639,*WALK to Broadway! Downtown Condo with View!*,17145199,Brad,,District 19,36.17121,-86.77958,Entire home/apt,141.0,1,635,2025-09-04,4.88,5,353,56,,141.0,9.76,0.7,2961.0
4178988,Award-Winning Private Cottage,457460890,Chloe,,District 6,36.1748,-86.73808,Entire home/apt,107.0,1,938,2025-09-14,7.04,8,132,66,,107.0,14.08,0.7,2247.0
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,119.0,1,719,2025-09-08,5.37,2,253,21,,119.0,10.74,0.7,2499.0
4275484,The Hamilton - In Trendy WeHo + 1.5 mi to Broadway,22196890,Donald,,District 17,36.13880157470703,-86.7677230834961,Entire home/apt,129.0,3,363,2025-09-02,2.87,1,304,18,,129.0,5.74,0.574,2221.3799999999997
4302855,Chic Retreat Near Vanderbilt University,6675690,Kimberly Isabeau,,District 18,36.1359374,-86.8109214,Entire home/apt,199.0,2,226,2025-09-13,1.98,57,335,32,,199.0,3.96,0.39599999999999996,2364.12
4303083,Dog Friendly Rare One Story Home,6675690,Kimberly Isabeau,,District 6,36.170998,-86.746887,Entire home/apt,196.0,2,241,2025-09-20,2.15,57,353,24,,196.0,4.3,0.42999999999999994,2528.3999999999996
4354794,Downtown Nashville Riverfront Condo with Pool,15892790,Mark,,District 19,36.17542,-86.78226,Entire home/apt,121.0,1,517,2025-08-31,3.96,2,153,50,,121.0,7.92,0.7,2541.0
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.1334,-86.8255,Entire home/apt,274.0,3,211,2025-08-18,1.61,1,13,7,,274.0,3.22,0.322,2646.84
4476315,"Nashville's Poppy House! Walk to Music, & more",23224852,Jamie,,District 19,36.14505,-86.78894,Entire home/apt,176.0,2,577,2025-09-07,4.39,1,344,47,,176.0,8.78,0.7,3695.9999999999995
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,William Andrew,,District 6,36.177,-86.74482,Entire home/apt,164.0,2,421,2025-08-31,3.35,1,246,45,,164.0,6.7,0.67,3296.4
4621726,"Cute, Cozy Cottage in Nashville",17913438,Randa,,District 24,36.14874,-86.84399,Entire home/apt,145.0,2,168,2025-09-22,1.29,1,308,3,,145.0,2.58,0.258,1122.3
4688669,Luxurious Downtown Corner Views 2 bed 2bath-#211,24241984,Kurt,,District 19,36.1566,-86.76579,Entire home/apt,303.0,2,82,2025-09-18,0.63,14,242,4,,303.0,1.26,0.126,1145.34
4691716,Cheerful Mid Century Retreat - stellar reviews!,15444638,Jennifer + Sean,,District 6,36.18003,-86.72328,Entire home/apt,97.0,2,298,2025-09-08,2.28,1,202,26,,97.0,4.56,0.456,1326.96
4693349,"2Bdrm/2Bath, 1.6miles from DT!",10643952,Khira,,District 21,36.15917,-86.80146,Entire home/apt,110.0,1,430,2025-09-01,3.27,2,207,36,,110.0,6.54,0.654,2158.2000000000003
4773268,Cute/safe 1 bedroom attic apartment in the trees,8382752,Robert,,District 7,36.232,-86.71762,Entire home/apt,86.0,1,19,2025-09-05,0.15,1,348,14,,86.0,0.3,0.029999999999999995,77.39999999999999
4787052,Nashville Carriage House,24675632,William,,District 6,36.18324,-86.74496,Entire home/apt,91.0,1,759,2025-09-08,5.81,1,47,72,,91.0,11.62,0.7,1910.9999999999998
4810344,12 South Apartment for Rent,4983840,Nathan,,District 18,36.13122,-86.79021,Entire home/apt,91.0,1,551,2025-09-22,4.26,1,330,55,,91.0,8.52,0.7,1910.9999999999998
4857128,Cozy Green Hills apartment (1 mi from Lipscomb U.),24987037,Patrick,,District 25,36.09462,-86.792,Entire home/apt,78.0,3,643,2025-09-16,5.05,1,197,51,,78.0,10.1,0.7,1638.0
4924659,"Historic Suite 
 National Register Historic Homes",25366040,Todd,,District 24,36.15178,-86.84395,Entire home/apt,93.0,1,580,2025-09-01,4.44,1,334,38,,93.0,8.88,0.7,1952.9999999999998
4949787,Roomy One-Level * Near Downtown * Firepit & Fenced,25467486,Erin,,District 17,36.12334,-86.76343,Entire home/apt,263.0,1,335,2025-09-07,2.69,4,348,35,,263.0,5.38,0.538,4244.820000000001
4958707,The Ruby at Music Row,9596278,Jacob,,District 19,36.14595,-86.7877,Entire home/apt,97.0,1,820,2025-09-01,6.29,6,337,30,,97.0,12.58,0.7,2036.9999999999998
5014393,Sweet cottage on Nashville farm!,6216127,Terry Jo,,District 34,36.04281,-86.83346,Entire home/apt,118.0,90,73,2016-07-31,0.57,1,9,0,,118.0,1.14,0.114,403.56
5061506,Gorgeous Stay in Nations only 7 min from Broadway!,22933775,Lauren And Jen,,District 20,36.15814,-86.84145,Entire home/apt,203.0,2,272,2025-09-02,2.12,14,317,34,,203.0,4.24,0.42400000000000004,2582.1600000000003
5174212,Cozy East Nashville Cottage with Relaxed Southern Style,14318200,Julian,,District 5,36.20225,-86.74634,Entire home/apt,108.0,1,1349,2025-09-07,10.5,1,337,62,,108.0,21.0,0.7,2268.0
5212573,Poplar Hollow Barn,26945569,Pamela Nell,,District 35,36.05609,-86.97052,Entire home/apt,125.0,2,378,2025-09-22,2.93,2,319,33,,125.0,5.86,0.5860000000000001,2197.5000000000005
5217231,Beautiful Victorian in heart of 5 points/downtown,16087739,Lisa,,District 6,36.17322,-86.74842,Entire home/apt,236.0,2,201,2025-09-21,1.58,1,297,30,,236.0,3.16,0.316,2237.28
5261347,12 South Loft - Private Guesthouse,26604311,Lori,,District 17,36.11869,-86.7833,Entire home/apt,127.0,3,257,2025-09-16,2.0,1,273,39,,127.0,4.0,0.4,1524.0
5338971,Heart Of Twelve South Village sleeps 4-8,4283123,Terri-Lee,,District 17,36.12989,-86.7887,Entire home/apt,312.0,3,55,2025-08-18,0.43,2,248,4,,312.0,0.86,0.08600000000000001,804.96
5352951,Music City Melody: Brand New Craftsman Gem!,22224024,MusicCityBNBs,,District 17,36.13955,-86.79254,Entire home/apt,309.0,3,335,2025-09-14,2.63,4,321,44,,309.0,5.26,0.526,4876.02
5560170,Belle Meade Gem • BBQ + Mini Pickleball • Sleep 12,9154329,Melissa,,District 24,36.13395550000001,-86.8639949,Entire home/apt,253.0,2,51,2025-09-13,0.4,1,347,4,,253.0,0.8,0.08000000000000002,607.2000000000002
5761616,Stay in Style Where the Musicians Live,5178185,Joel,,District 6,36.17082,-86.74582,Entire home/apt,379.0,1,333,2025-09-01,2.61,2,336,25,,379.0,5.22,0.522,5935.14
5773891,Cute East Nashville Pad,29955861,Jim,,District 5,36.20005,-86.75456,Entire home/apt,94.0,2,451,2025-09-20,3.59,1,324,45,,94.0,7.18,0.7,1973.9999999999998
5794839,"Heidtke House, A Rare Find & Featured on TV!",13960675,John,,District 15,36.16826,-86.67193,Entire home/apt,176.0,2,131,2025-03-06,1.14,1,339,1,,176.0,2.28,0.228,1203.8400000000001
5808960,"Luxurious Private Studio, 10 min to downtown",30139823,Jessica,,District 25,36.10244,-86.78596,Entire home/apt,119.0,1,497,2025-09-21,3.96,1,303,24,,119.0,7.92,0.7,2499.0
5933237,Charming renovated bungalow,14083317,Merrilyn,,District 6,36.18921,-86.74049,Entire home/apt,155.0,2,375,2025-09-16,2.95,2,293,40,,155.0,5.9,0.5900000000000001,2743.5000000000005
5970743,Walk 2 Broadway! Balcony & Free Parking!,30995912,Jessica Joy,,District 19,36.15495300292969,-86.77043151855469,Entire home/apt,178.0,3,548,2025-09-18,4.31,15,331,52,,178.0,8.62,0.7,3737.9999999999995
5984997,The Launch Pad,19288905,Sandy,,District 17,36.14309,-86.76151,Entire home/apt,123.0,1,1033,2025-09-16,8.59,1,285,104,,123.0,17.18,0.7,2583.0
5989908,Hillisboro Treehouse:  Stay 30+ Days Only,22327607,Gina,,District 18,36.12825,-86.81021,Entire home/apt,63.0,30,115,2024-08-17,0.91,1,207,0,,63.0,1.82,0.182,343.98
6054881,Family Home - Spacious Backyard w Porch -Long Term,4596192,Samantha + Paul,,District 16,36.10536,-86.73368,Entire home/apt,139.0,30,54,2018-08-12,0.43,1,89,0,,139.0,0.86,0.08600000000000001,358.62
6119843,Your Nashville Oasis off Historic Music Row,31751665,Patrick,,District 17,36.13663,-86.79276,Entire home/apt,100.0,2,271,2025-09-15,2.16,1,234,25,,100.0,4.32,0.43200000000000005,1296.0000000000002
6213651,The Stewart House in 12th South - Half House,15586733,Neal,,District 18,36.12584,-86.79356,Entire home/apt,133.0,1,447,2025-09-17,3.74,18,338,49,,133.0,7.48,0.7,2793.0
6227141,Rollin On The River,32298087,Ruth,,District 7,36.2058,-86.69899,Entire home/apt,114.0,2,268,2025-08-24,2.15,1,119,20,,114.0,4.3,0.42999999999999994,1470.5999999999997
6235842,"Clean, Modern Five Points Apartment",96028937,David,,District 5,36.1781,-86.75508,Entire home/apt,170.0,2,549,2025-07-23,4.34,2,68,35,,170.0,8.68,0.7,3570.0
6237779,Sun-drenched 2nd Fl Apt w/ Private Entrance,1539109,Mary,,District 5,36.18546,-86.77027,Entire home/apt,116.0,2,250,2025-09-21,2.0,1,163,14,,116.0,4.0,0.4,1392.0
6238833,"Stylish Home, 2 Miles to Downtown Nash-Walkable",16805934,Rachael,,District 19,36.18077,-86.79361,Entire home/apt,314.0,30,124,2025-08-24,0.99,3,23,3,,314.0,1.98,0.19799999999999998,1865.1599999999999
6247676,Dreamy Tiny House Cottage-Most Wish-listed in Tennessee,32440482,Jonathan & Rebecca,,District 17,36.1241,-86.75455,Entire home/apt,184.0,1,1210,2025-09-10,10.34,1,327,103,201605215,184.0,20.68,0.7,3863.9999999999995
6276671,"Cozy! spa, lux, large patio, 3bd/2ba,freparking",32624016,Jonathan,,District 24,36.14708,-86.82597,Entire home/apt,171.0,2,166,2025-09-22,1.31,2,326,11,,171.0,2.62,0.262,1344.06
6299318,The Jackson,9596278,Jacob,,District 16,36.10375,-86.73443,Entire home/apt,104.0,1,720,2025-08-31,5.75,6,342,20,,104.0,11.5,0.7,2184.0
6385486,Quaint Apt. 3 mi to DT & 1 mi to HillsboroVillage,11361200,Karen,,District 18,36.12696,-86.80653,Entire home/apt,94.0,1,586,2025-09-04,4.66,2,334,42,,94.0,9.32,0.7,1973.9999999999998
6402811,"Hang Here! Screened Porch, Near Golf and Broadway!",319913,Playlist,,District 19,36.1712976,-86.7927836,Entire home/apt,163.0,2,45,2025-06-22,0.36,23,350,3,Nashville STRP# 201514839,163.0,0.72,0.07200000000000001,352.08000000000004
6446261,Eclectic East Nashville Cottage,11376666,Nancy,,District 5,36.20205,-86.74255,Entire home/apt,134.0,3,442,2025-09-22,3.56,1,344,37,,134.0,7.12,0.7,2814.0
6446687,Luxurious Downtown-2 bed 2 bath Corner 2M,24241984,Kurt,,District 19,36.15620245824545,-86.76543772775626,Entire home/apt,296.0,2,90,2025-06-02,0.74,14,298,10,,296.0,1.48,0.148,1314.24
6451379,"Prime Location, Rooftop Deck, Walk to Nightlife!",319913,Playlist,,District 19,36.14862823,-86.78660583,Entire home/apt,311.0,2,37,2025-08-24,0.32,23,298,3,STRP# - 201514814,311.0,0.64,0.064,597.12
6453387,Luxury at Landmark,33700529,Tammi,,District 27,36.06974,-86.72326,Entire home/apt,175.0,30,94,2023-10-06,0.75,6,358,0,,175.0,1.5,0.15,787.5
6506269,The Highland House East Nashville!,34012010,Vanessa,,District 8,36.22347,-86.75872,Entire home/apt,89.0,3,287,2025-07-13,2.29,1,19,6,,89.0,4.58,0.458,1222.8600000000001
6510181,"Convenient, Peaceful, and Pet-Friendly",19195893,Ashley,,District 26,36.07208,-86.75235,Entire home/apt,192.0,45,18,2019-04-06,0.14,1,327,0,,192.0,0.28,0.028000000000000004,161.28000000000003
6512317,"Plenty of Space, Private Entrance",20743408,Deane,,District 4,36.01869,-86.72263,Entire home/apt,114.0,1,601,2025-09-20,4.8,1,343,33,,114.0,9.6,0.7,2394.0
6560581,East Nashville Guesthouse with a Relaxed Style,22459665,Jon,,District 6,36.18296,-86.74295,Entire home/apt,95.0,2,626,2025-09-23,5.33,1,121,67,,95.0,10.66,0.7,1994.9999999999998
6561061,Double Decker 3-Story Home - Full Backyard & 360 R,34316903,Derek & Lacey,,District 19,36.17242,-86.79699,Entire home/apt,310.0,2,228,2025-07-13,1.84,10,157,15,,310.0,3.68,0.36800000000000005,3422.4000000000005
6570571,Walk your dog to 5 Points; 3 mins drive downtown!,34366380,Fran,,District 6,36.17897,-86.74688,Entire home/apt,100.0,1,395,2025-09-18,3.18,1,297,44,,100.0,6.36,0.636,1908.0
6575499,Central Nashville Escape with Secluded Forest Deck,1155456,Julie,,District 23,36.12809,-86.87635,Entire home/apt,169.0,1,341,2025-09-22,2.75,1,345,29,,169.0,5.5,0.55,2788.5
6600619,"Walkable WeHo Getaway—Near Cafés, Bars & Downtown!",32601852,Brandon,,District 17,36.13759,-86.77366,Entire home/apt,156.0,2,362,2025-09-15,2.96,2,327,36,,156.0,5.92,0.592,2770.56
6644226,Romantic Cottage with Hot Tub Close to Downtown,8973736,Beta & Emily,,District 5,36.1905,-86.77005,Entire home/apt,161.0,2,406,2025-08-14,3.27,3,293,12,,161.0,6.54,0.654,3158.82
6645502,10th Ave Lush Brownstone with Skyline Views & Rooftop Patio,22933775,Lauren And Jen,,District 19,36.17316,-86.79754,Entire home/apt,287.0,2,307,2025-09-01,2.49,14,293,16,,287.0,4.98,0.49800000000000005,4287.780000000001
6661949,Beautiful River Retreat Studio Apt,34870571,Jeremy,,District 7,36.2438,-86.70892,Entire home/apt,105.0,2,496,2025-09-13,3.96,2,335,40,,105.0,7.92,0.7,2205.0
6663109,Beautiful River Retreat Sanctuary in Nashvillle,34870571,Jeremy,,District 7,36.24228,-86.709,Entire home/apt,254.0,3,123,2025-08-29,1.09,2,309,12,,254.0,2.18,0.21800000000000003,1661.1600000000003
6688975,SURROUNDED BY DOZENS OF MIDTOWN BARS ON BROADWAY!,30949285,Blake,,District 19,36.15062,-86.79642,Entire home/apt,131.0,2,838,2025-08-29,6.75,1,298,62,,131.0,13.5,0.7,2751.0
6694206,The Studio  at Cleveland Park 2 bed 2 bath,35042945,Roberto,,District 5,36.1887,-86.76924,Entire home/apt,137.0,1,132,2025-09-14,1.05,1,162,26,,137.0,2.1,0.21000000000000002,863.1000000000001
6700201,"Large Studio w/ Washer, Dryer, Gas Range, Vintage",33388902,Lee,,District 13,36.1097,-86.70947,Entire home/apt,67.0,30,60,2024-09-16,0.48,2,82,0,,67.0,0.96,0.096,192.96
6703006,Southern Charm on the East Side! Pets are welcome,33357920,Christie,,District 7,36.20403,-86.71687,Entire home/apt,195.0,1,311,2025-08-23,2.5,2,296,30,,195.0,5.0,0.5,2925.0
6703990,12 South Perfect for Big Groups Downtown Broadway,2275056,Deborah Joy,,District 17,36.13202,-86.78218,Entire home/apt,496.0,1,209,2025-08-04,1.73,6,331,16,,496.0,3.46,0.346,5148.48
6724955,Tranquil Studio Flat in Donelson,31620313,Charlotte,,District 14,36.18618,-86.64244,Entire home/apt,95.0,2,268,2025-08-27,2.14,2,235,19,,95.0,4.28,0.428,1219.8
6747666,Cumberland Cottage,31485611,John,,District 15,36.24133,-86.70888,Entire home/apt,372.0,3,24,2022-12-15,0.3,2,358,0,,372.0,0.6,0.05999999999999999,669.5999999999999
6852100,Urban Retreat in Historic Neighborhood (🐶 welcome),3968661,Mario,,District 17,36.1279,-86.77452,Entire home/apt,274.0,2,458,2025-09-01,3.71,3,143,47,,274.0,7.42,0.7,5754.0
6902565,Best view in Nashville  with privacy and space.,36170463,James,,District 6,36.16998,-86.75349,Entire home/apt,382.0,3,212,2025-08-31,1.82,1,311,7,,382.0,3.64,0.364,4171.44
7092123,Cash Presley & Beatles Loved It -Pool 4/1 &Parking,37171756,Kayla,,District 19,36.15135,-86.79289,Entire home/apt,170.0,2,595,2025-09-08,4.8,1,228,55,,170.0,9.6,0.7,3570.0
7221835,The Swiftie |Sleeps 6 |Pool |Views |Near Broadway,28196034,Dorinda,,District 19,36.17513656616211,-86.78157806396484,Entire home/apt,149.0,2,358,2025-09-14,2.92,19,172,36,,149.0,5.84,0.584,2610.48
7329327,Scenic Sunny Private Studio Apartment,38395169,Jozella Ann,,District 8,36.26438,-86.73201,Entire home/apt,111.0,30,159,2025-08-09,1.5,1,251,4,,111.0,3.0,0.3,999.0
7360288,Quiet Guesthouse on the edge of downtown Nashville,858468,Greg,,District 24,36.15089,-86.83676,Entire home/apt,131.0,1,599,2025-09-01,4.86,1,232,41,,131.0,9.72,0.7,2751.0
7367968,Luxe 3 BR Stunner - Sleeps 10,34695981,Topher,,District 17,36.13817,-86.77228,Entire home/apt,177.0,2,268,2025-09-18,2.19,2,334,24,,177.0,4.38,0.438,2325.78
7369047,Modern Luxury minutes from downtown,38614329,Tracy,,District 20,36.15624,-86.8458,Entire home/apt,179.0,1,29,2025-09-14,3.18,1,146,29,,179.0,6.36,0.636,3415.32
7380837,5* Cutie has it all!,38664462,Ann,,District 15,36.17192,-86.66714,Entire home/apt,189.0,3,323,2025-09-09,2.65,1,338,29,,189.0,5.3,0.5299999999999999,3005.0999999999995
